time accel_x accel_y accel_z gyro_x gyro_y gyro_z
6257909 +1.004395 -0.002930 +0.021484 -3.841464 +1.036585 +1.890244
6257911 +1.001953 +0.002441 +0.027344 -3.963415 +0.975610 +2.012195
6257914 +1.012207 +0.001953 +0.023926 -3.841464 +0.670732 +2.134146
6257916 +1.008301 -0.002441 +0.028809 -3.902439 +0.731707 +1.951220
6257918 +1.008301 +0.002441 +0.022461 -3.963415 +0.914634 +1.890244
6257920 +1.011719 +0.000488 +0.025391 -4.024390 +0.853659 +1.890244
6257922 +1.006348 +0.002441 +0.027344 -3.780488 +0.792683 +2.134146
6257924 +1.007324 +0.005859 +0.030762 -3.780488 +0.853659 +1.951220
6257926 +1.004883 +0.000977 +0.022461 -3.841464 +0.853659 +2.195122
6257928 +1.008789 -0.003906 +0.023438 -3.841464 +0.792683 +2.256098
6257930 +1.003418 +0.006836 +0.023926 -3.841464 +0.731707 +2.195122
6257932 +1.003418 +0.002930 +0.022461 -3.780488 +0.853659 +2.073171
6257934 +1.004883 +0.005859 +0.020020 -3.902439 +0.914634 +2.012195
6257936 +1.008301 +0.007324 +0.022461 -3.963415 +0.792683 +2.073171
6257938 +1.008301 +0.004395 +0.027344 -3.719512 +0.792683 +1.768293
6257940 +0.999512 +0.004395 +0.021973 -3.780488 +0.731707 +2.012195
6257942 +1.008301 -0.000977 +0.017578 -3.780488 +0.975610 +1.951220
6257944 +1.003418 +0.003906 +0.025391 -3.780488 +0.853659 +2.073171
6257946 +1.004395 +0.001953 +0.024902 -3.841464 +0.792683 +2.012195
6257948 +1.007812 +0.001953 +0.017090 -3.902439 +1.036585 +2.073171
6257950 +1.008301 +0.003906 +0.032227 -3.841464 +0.853659 +2.134146
6257952 +1.006348 +0.002441 +0.020508 -3.841464 +1.036585 +2.195122
6257954 +1.010254 -0.001465 +0.012207 -3.902439 +0.975610 +2.012195
6257956 +1.014160 +0.001953 +0.017090 -3.719512 +0.975610 +2.012195
6257958 +0.997559 +0.000000 +0.026367 -3.902439 +0.670732 +2.073171
6257960 +1.010254 -0.001465 +0.031250 -3.902439 +0.914634 +1.951220
6257962 +1.008301 -0.000488 +0.025391 -3.841464 +1.036585 +2.073171
6257964 +1.006348 +0.001953 +0.022949 -3.780488 +0.914634 +2.073171
6257966 +1.010254 -0.002441 +0.026855 -3.841464 +0.914634 +2.195122
6257968 +1.005859 +0.001953 +0.033203 -3.841464 +0.975610 +2.195122
6257970 +1.006836 -0.002930 +0.027832 -3.841464 +0.914634 +2.012195
6257972 +1.004883 +0.000977 +0.033203 -3.963415 +0.670732 +1.951220
6257974 +1.006836 +0.001953 +0.025879 -3.841464 +1.036585 +2.317073
6257976 +1.003906 +0.000977 +0.032715 -3.902439 +0.975610 +2.012195
6257978 +1.009766 +0.001953 +0.026367 -3.902439 +0.792683 +2.073171
6257980 +1.010254 +0.000000 +0.022461 -3.780488 +0.853659 +2.195122
6257982 +1.005859 -0.003418 +0.027832 -4.024390 +0.914634 +1.951220
6257984 +1.000488 +0.002441 +0.025391 -3.963415 +0.975610 +1.890244
6257986 +1.006836 -0.002930 +0.027344 -3.780488 +0.975610 +2.134146
6257988 +1.009277 +0.000977 +0.020020 -3.902439 +0.914634 +2.012195
6257990 +1.010742 +0.000000 +0.030273 -3.902439 +0.731707 +2.195122
6257992 +1.012207 -0.000488 +0.026367 -3.841464 +0.853659 +2.073171
6257994 +1.006836 -0.000488 +0.019043 -3.841464 +0.731707 +2.073171
6257996 +1.013184 +0.000977 +0.032227 -3.902439 +0.792683 +2.195122
6257998 +1.007812 -0.001465 +0.034180 -3.841464 +0.792683 +1.951220
6258000 +1.009766 -0.000488 +0.023438 -3.841464 +0.914634 +1.951220
6258002 +1.007812 -0.002930 +0.026367 -3.963415 +0.792683 +1.951220
6258004 +1.006836 +0.008789 +0.025879 -3.780488 +0.731707 +2.195122
6258006 +1.007812 +0.007812 +0.022461 -3.902439 +0.975610 +2.195122
6258008 +1.005371 -0.000977 +0.024414 -3.902439 +1.036585 +2.012195
6258010 +1.009277 +0.004395 +0.032715 -3.780488 +0.792683 +2.134146
6258012 +1.010254 +0.005371 +0.028320 -3.902439 +0.853659 +2.195122
6258014 +1.004883 -0.001465 +0.021484 -3.780488 +0.792683 +1.951220
6258016 +1.007812 -0.003418 +0.030762 -3.780488 +0.731707 +2.134146
6258018 +1.011230 +0.000000 +0.025879 -3.780488 +0.914634 +2.073171
6258020 +1.004395 -0.002930 +0.028320 -4.024390 +0.914634 +2.073171
6258022 +1.008301 +0.006348 +0.029297 -3.841464 +0.731707 +2.012195
6258024 +1.007812 +0.001465 +0.023926 -3.780488 +0.853659 +2.073171
6258026 +1.010742 -0.001953 +0.025391 -3.719512 +0.975610 +2.195122
6258028 +1.013672 +0.000000 +0.026855 -3.902439 +0.914634 +2.256098
6258030 +1.006348 -0.000488 +0.016113 -3.841464 +0.853659 +2.073171
6258032 +1.012695 +0.003418 +0.030273 -3.841464 +0.975610 +2.195122
6258034 +1.004395 +0.003418 +0.026367 -4.024390 +0.792683 +2.073171
6258036 +1.012207 +0.006348 +0.022461 -3.841464 +0.670732 +2.073171
6258038 +1.005859 -0.003906 +0.027344 -4.024390 +0.914634 +2.134146
6258040 +1.000488 +0.003906 +0.020020 -3.841464 +0.853659 +1.951220
6258042 +1.000977 +0.003906 +0.030273 -3.902439 +0.975610 +2.317073
6258044 +1.008789 -0.002441 +0.027832 -3.841464 +0.914634 +2.134146
6258046 +1.008789 -0.001953 +0.025879 -3.902439 +0.914634 +2.012195
6258048 +1.007324 -0.000977 +0.028809 -3.841464 +0.792683 +2.195122
6258050 +1.006836 +0.005371 +0.023926 -3.841464 +0.914634 +2.012195
6258052 +1.010742 -0.000488 +0.023926 -3.841464 +0.853659 +2.134146
6258054 +1.009277 +0.000488 +0.025391 -4.024390 +0.853659 +2.073171
6258056 +1.005371 +0.003418 +0.035156 -3.963415 +0.853659 +2.317073
6258058 +1.009766 -0.000488 +0.029785 -4.024390 +0.609756 +2.134146
6258060 +1.003418 +0.003906 +0.036621 -3.902439 +1.097561 +2.012195
6258062 +1.004883 +0.001953 +0.028809 -3.719512 +0.792683 +2.073171
6258064 +1.001953 +0.002930 +0.033691 -3.719512 +0.975610 +2.073171
6258066 +1.009277 -0.002930 +0.036621 -3.841464 +0.914634 +2.256098
6258068 +1.011230 -0.003906 +0.029297 -3.780488 +0.975610 +2.256098
6258070 +1.009766 -0.003418 +0.031738 -3.902439 +0.853659 +1.890244
6258072 +1.000977 +0.000000 +0.034668 -3.719512 +0.914634 +2.012195
6258074 +1.010742 -0.003906 +0.031250 -3.841464 +0.853659 +2.012195
6258076 +1.000977 +0.003906 +0.038086 -3.780488 +0.914634 +2.012195
6258078 +1.005859 -0.002441 +0.031738 -3.902439 +0.914634 +2.256098
6258080 +1.008301 +0.000000 +0.025879 -3.841464 +0.853659 +2.073171
6258082 +1.010254 -0.003418 +0.036133 -3.902439 +0.975610 +1.951220
6258084 +1.009277 -0.004395 +0.028320 -3.841464 +0.792683 +2.012195
6258086 +1.012695 -0.005371 +0.030273 -3.902439 +0.853659 +2.012195
6258088 +1.004883 -0.000488 +0.027344 -3.780488 +0.853659 +2.134146
6258090 +1.009766 +0.000488 +0.022949 -3.963415 +0.975610 +2.134146
6258092 +1.006836 -0.003418 +0.032715 -3.841464 +0.792683 +2.134146
6258094 +1.002930 +0.003418 +0.027832 -3.719512 +0.853659 +2.256098
6258096 +1.008789 +0.003418 +0.033203 -3.902439 +0.853659 +1.951220
6258098 +1.004395 -0.001465 +0.018555 -3.902439 +0.853659 +2.012195
6258100 +1.005371 -0.002441 +0.017578 -3.841464 +0.975610 +2.134146
6258102 +1.007324 +0.002930 +0.031738 -3.780488 +0.792683 +2.195122
6258104 +1.008789 +0.000977 +0.020508 -3.841464 +0.731707 +2.012195
6258106 +1.008301 -0.000488 +0.019531 -3.780488 +0.853659 +1.951220
6258108 +1.006836 +0.000488 +0.027344 -3.841464 +0.731707 +2.134146
6258110 +1.006836 +0.003906 +0.023438 -3.902439 +0.792683 +2.195122
6258112 +1.009277 +0.000000 +0.018555 -3.963415 +0.853659 +1.890244
6258114 +1.011719 +0.004395 +0.017578 -3.719512 +0.975610 +1.951220
6258116 +1.007812 -0.002441 +0.028320 -3.780488 +0.914634 +1.951220
6258118 +1.003418 +0.000000 +0.017578 -3.963415 +0.975610 +2.195122
6258120 +0.999023 +0.004883 +0.024414 -3.780488 +0.853659 +2.073171
6258122 +1.009766 +0.001465 +0.028809 -3.780488 +0.975610 +2.256098
6258124 +1.009277 +0.004395 +0.030762 -3.902439 +0.731707 +2.134146
6258126 +1.018066 +0.004883 +0.022949 -3.841464 +0.914634 +2.134146
6258128 +1.002441 +0.003906 +0.022461 -3.780488 +0.914634 +2.195122
6258130 +1.005371 -0.000488 +0.027832 -3.902439 +0.670732 +2.073171
6258132 +1.006836 +0.000488 +0.020020 -3.902439 +0.975610 +2.073171
6258135 +1.006348 -0.003418 +0.015137 -3.902439 +0.853659 +2.195122
6258137 +1.012695 +0.003906 +0.020508 -3.841464 +0.670732 +2.195122
6258139 +1.006836 -0.003906 +0.019531 -3.841464 +0.853659 +2.012195
6258141 +1.013184 -0.000977 +0.020996 -3.841464 +1.097561 +2.012195
6258143 +1.008301 +0.000977 +0.027832 -3.780488 +0.853659 +2.134146
6258145 +1.008789 +0.002930 +0.034668 -3.780488 +0.792683 +2.195122
6258147 +1.005859 +0.003418 +0.023438 -3.841464 +1.036585 +2.134146
6258149 +1.006836 -0.001953 +0.020020 -3.902439 +0.975610 +2.195122
6258151 +1.003906 +0.000488 +0.023926 -3.902439 +0.670732 +2.256098
6258153 +1.009277 +0.000977 +0.028809 -3.902439 +0.792683 +2.134146
6258155 +1.001465 +0.002930 +0.032227 -3.902439 +0.853659 +2.256098
6258157 +1.006348 +0.001953 +0.027832 -4.024390 +0.853659 +2.012195
6258159 +1.006836 -0.002930 +0.018555 -3.841464 +0.853659 +2.195122
6258161 +1.008301 +0.002930 +0.025391 -3.963415 +0.914634 +2.195122
6258163 +1.013184 +0.000488 +0.022949 -3.841464 +0.853659 +2.012195
6258165 +1.008301 +0.002441 +0.024902 -3.902439 +0.731707 +2.012195
6258167 +1.007324 -0.001465 +0.030273 -3.902439 +0.975610 +2.195122
6258169 +1.006348 -0.003418 +0.027832 -3.963415 +0.975610 +2.134146
6258171 +1.012207 -0.000488 +0.031738 -3.902439 +0.914634 +2.012195
6258173 +1.006836 +0.000977 +0.027344 -3.841464 +0.792683 +2.195122
6258175 +1.010254 +0.003906 +0.014160 -3.841464 +0.975610 +2.195122
6258177 +1.010742 +0.002441 +0.030273 -3.902439 +0.670732 +2.195122
6258179 +1.007324 +0.000977 +0.029297 -3.658537 +0.975610 +2.195122
6258181 +1.008789 -0.006836 +0.028809 -3.902439 +0.975610 +2.134146
6258183 +1.007812 +0.000977 +0.025391 -3.780488 +0.914634 +2.195122
6258185 +1.009277 +0.005371 +0.031250 -3.780488 +0.975610 +2.134146
6258187 +1.003906 -0.003906 +0.025391 -3.902439 +0.853659 +2.134146
6258189 +1.007812 -0.005859 +0.032227 -3.719512 +0.914634 +1.951220
6258191 +1.011719 +0.002930 +0.025391 -3.902439 +0.853659 +1.951220
6258193 +1.004883 +0.004883 +0.021484 -3.841464 +0.975610 +2.195122
6258195 +1.007812 -0.005371 +0.028809 -3.963415 +0.670732 +2.073171
6258197 +1.012207 +0.000000 +0.024902 -4.024390 +0.853659 +2.073171
6258199 +1.003906 +0.000000 +0.027832 -3.780488 +1.036585 +2.195122
6258201 +1.001953 +0.002441 +0.032227 -3.902439 +0.853659 +2.134146
6258203 +1.009277 +0.006836 +0.042969 -4.146341 +0.792683 +2.073171
6258205 +1.005859 -0.003418 +0.023926 -3.841464 +0.792683 +2.134146
6258207 +1.006348 +0.002441 +0.022949 -3.963415 +0.975610 +2.073171
6258209 +1.004395 -0.000977 +0.030273 -3.963415 +0.914634 +2.195122
6258211 +1.005371 +0.001465 +0.030273 -3.963415 +0.670732 +2.134146
6258213 +1.009277 +0.006836 +0.022949 -3.902439 +0.853659 +2.073171
6258215 +1.002441 -0.001953 +0.022949 -3.719512 +0.792683 +2.073171
6258217 +1.005371 +0.006836 +0.031250 -3.841464 +0.792683 +2.073171
6258219 +1.007812 +0.003906 +0.021973 -3.841464 +0.731707 +2.073171
6258221 +1.010254 -0.000977 +0.042480 -3.841464 +0.975610 +1.890244
6258223 +1.012207 +0.004395 +0.018555 -3.963415 +0.914634 +2.317073
6258225 +1.005859 +0.000488 +0.029297 -3.963415 +0.853659 +2.012195
6258227 +1.012695 +0.002930 +0.026367 -3.902439 +1.097561 +2.134146
6258229 +1.013672 +0.004395 +0.027344 -3.780488 +0.853659 +2.073171
6258231 +1.003906 +0.001953 +0.028809 -3.841464 +1.097561 +2.012195
6258233 +1.016113 -0.001465 +0.032227 -3.902439 +0.975610 +2.134146
6258235 +1.007812 +0.001465 +0.022949 -3.841464 +0.731707 +2.073171
6258237 +1.006836 -0.000977 +0.030762 -3.841464 +0.792683 +2.073171
6258239 +0.998535 +0.000000 +0.021484 -3.841464 +0.853659 +2.195122
6258241 +1.006836 +0.000488 +0.033203 -3.719512 +0.792683 +1.890244
6258243 +1.006348 -0.000488 +0.027832 -4.085366 +0.914634 +2.195122
6258245 +1.009277 -0.000488 +0.029785 -3.841464 +0.731707 +2.256098
6258247 +1.010742 +0.004883 +0.020996 -3.841464 +0.853659 +2.134146
6258249 +1.011230 -0.004883 +0.027344 -3.780488 +0.853659 +1.951220
6258251 +1.006348 +0.003906 +0.036133 -3.902439 +0.853659 +2.134146
6258253 +1.006348 +0.000488 +0.031250 -3.658537 +0.914634 +2.073171
6258255 +1.010254 -0.001953 +0.029297 -3.963415 +1.036585 +2.134146
6258257 +1.007812 -0.005371 +0.030762 -3.841464 +0.792683 +2.256098
6258259 +1.006348 -0.000977 +0.027832 -3.780488 +0.853659 +1.951220
6258261 +1.003906 +0.001953 +0.031250 -3.780488 +0.914634 +2.134146
6258263 +1.011719 -0.001465 +0.029297 -3.719512 +0.914634 +2.195122
6258265 +1.008789 +0.001953 +0.025879 -3.902439 +0.914634 +2.195122
6258267 +1.007324 -0.000488 +0.025391 -3.841464 +0.731707 +2.195122
6258269 +1.008789 +0.008301 +0.030762 -3.780488 +0.853659 +2.134146
6258271 +1.013184 +0.002441 +0.031738 -3.780488 +0.853659 +2.256098
6258273 +1.008301 +0.000977 +0.022949 -3.780488 +0.853659 +1.951220
6258275 +1.008789 -0.000488 +0.022461 -3.658537 +0.792683 +2.073171
6258277 +1.007812 -0.001465 +0.020996 -3.841464 +0.914634 +1.890244
6258279 +1.005859 +0.007324 +0.033691 -3.963415 +0.853659 +1.951220
6258281 +1.013184 +0.000000 +0.020996 -3.841464 +0.975610 +1.829268
6258283 +1.008789 -0.000488 +0.017090 -3.841464 +0.853659 +2.073171
6258285 +1.012695 +0.007324 +0.018555 -3.841464 +0.792683 +2.134146
6258287 +1.004883 +0.001953 +0.010742 -3.902439 +0.975610 +2.134146
6258289 +1.007812 +0.001465 +0.017090 -3.841464 +0.853659 +2.134146
6258291 +1.006836 +0.004883 +0.025879 -3.841464 +0.853659 +2.195122
6258293 +1.005859 +0.001953 +0.030762 -3.780488 +0.853659 +2.073171
6258295 +1.006836 +0.009766 +0.022461 -3.780488 +0.914634 +2.073171
6258297 +1.013672 +0.005371 +0.018066 -3.841464 +0.853659 +2.012195
6258299 +1.009277 -0.000488 +0.027832 -3.902439 +0.914634 +2.012195
6258301 +1.002930 -0.001465 +0.013672 -3.658537 +0.731707 +2.134146
6258303 +1.000488 +0.001465 +0.025391 -3.780488 +0.853659 +2.195122
6258305 +1.000488 +0.004395 +0.024414 -3.902439 +0.853659 +2.012195
6258307 +1.005859 +0.003418 +0.020508 -3.719512 +0.975610 +2.256098
6258309 +1.007812 +0.004883 +0.018555 -3.902439 +0.853659 +2.012195
6258311 +1.014160 +0.013184 +0.031250 -3.780488 +0.914634 +2.256098
6258313 +1.003418 +0.003418 +0.027344 -3.902439 +0.914634 +1.890244
6258315 +1.005371 +0.001465 +0.021973 -3.902439 +0.975610 +2.073171
6258317 +1.004395 +0.000977 +0.027832 -3.780488 +0.914634 +2.073171
6258319 +1.005371 -0.001465 +0.028809 -3.963415 +0.853659 +2.195122
6258321 +1.007812 -0.002441 +0.021484 -3.963415 +0.853659 +2.256098
6258323 +1.008301 -0.002441 +0.027344 -3.780488 +1.036585 +2.073171
6258325 +1.007812 +0.003906 +0.025391 -3.841464 +0.853659 +2.012195
6258327 +1.003906 +0.002441 +0.025391 -3.902439 +0.853659 +2.134146
6258329 +1.005859 +0.006836 +0.024414 -4.024390 +0.914634 +1.951220
6258331 +1.009766 -0.003418 +0.032715 -3.902439 +0.731707 +2.134146
6258333 +1.006348 +0.003418 +0.025391 -3.719512 +0.914634 +2.134146
6258335 +1.014648 -0.002930 +0.028320 -3.780488 +0.792683 +2.134146
6258337 +1.011230 -0.000488 +0.024414 -3.902439 +0.975610 +2.256098
6258339 +1.005371 -0.001465 +0.028320 -3.841464 +0.914634 +2.012195
6258341 +1.007324 +0.004395 +0.035156 -3.841464 +0.731707 +2.012195
6258343 +1.010254 -0.001953 +0.038086 -3.780488 +0.914634 +2.195122
6258345 +1.007812 +0.004883 +0.024902 -3.963415 +0.975610 +2.134146
6258347 +1.012207 +0.000000 +0.028320 -3.780488 +0.853659 +2.073171
6258349 +1.007812 +0.001953 +0.026367 -3.780488 +0.914634 +2.134146
6258351 +1.006348 -0.001465 +0.032227 -4.085366 +0.975610 +2.012195
6258353 +1.008301 +0.001465 +0.026367 -3.841464 +0.853659 +2.073171
6258356 +1.009277 -0.002930 +0.022461 -3.841464 +0.792683 +1.890244
6258358 +1.005859 -0.006348 +0.036621 -3.780488 +0.914634 +2.134146
6258360 +1.007324 -0.000977 +0.034180 -3.780488 +0.792683 +2.195122
6258362 +1.011719 +0.002441 +0.028809 -3.963415 +0.914634 +2.134146
6258364 +1.011230 +0.005859 +0.019531 -3.780488 +0.914634 +1.890244
6258366 +1.007812 +0.003418 +0.026855 -3.963415 +0.792683 +2.256098
6258368 +1.007324 -0.001465 +0.033203 -3.902439 +0.670732 +2.134146
6258370 +1.011719 -0.004395 +0.027344 -3.841464 +1.036585 +2.134146
6258372 +1.002441 +0.000488 +0.029297 -3.902439 +0.914634 +2.195122
6258374 +1.004883 -0.000488 +0.026367 -3.902439 +0.792683 +2.134146
6258376 +1.004395 +0.000977 +0.028809 -3.658537 +0.914634 +1.951220
6258378 +1.004395 +0.004395 +0.025879 -3.719512 +0.853659 +2.012195
6258380 +1.001465 +0.002930 +0.034668 -3.841464 +0.670732 +2.073171
6258382 +1.003906 +0.004395 +0.025391 -3.963415 +0.914634 +2.256098
6258384 +1.007324 +0.002441 +0.018555 -3.902439 +0.731707 +1.951220
6258386 +1.005371 +0.003906 +0.031250 -3.902439 +0.792683 +2.073171
6258388 +1.006836 +0.000488 +0.029297 -3.902439 +0.853659 +2.073171
6258390 +1.002441 -0.003906 +0.029297 -3.780488 +0.914634 +2.012195
6258392 +1.008301 -0.002441 +0.020508 -3.902439 +1.036585 +2.195122
6258394 +1.007812 -0.000488 +0.029297 -3.780488 +1.036585 +1.829268
6258396 +1.005859 +0.003418 +0.028809 -3.902439 +0.792683 +2.317073
6258398 +1.009766 -0.002930 +0.023438 -3.902439 +0.975610 +2.073171
6258400 +1.009277 +0.003418 +0.023438 -3.841464 +0.853659 +2.317073
6258402 +1.007812 +0.000000 +0.034668 -3.963415 +0.853659 +2.073171
6258404 +1.007324 +0.000000 +0.015625 -3.841464 +0.670732 +2.073171
6258406 +1.006836 -0.004883 +0.031250 -3.902439 +0.914634 +2.012195
6258408 +1.005371 +0.002441 +0.025391 -3.902439 +0.792683 +2.134146
6258410 +1.002930 -0.000977 +0.034668 -3.780488 +0.731707 +2.073171
6258412 +1.011719 +0.000488 +0.031738 -3.963415 +0.914634 +2.012195
6258414 +1.006348 +0.003418 +0.037109 -4.024390 +0.853659 +2.073171
6258416 +1.006836 +0.000977 +0.020996 -3.963415 +0.731707 +2.134146
6258418 +1.005371 +0.001953 +0.025391 -3.841464 +0.914634 +1.951220
6258420 +1.006836 +0.001465 +0.026855 -3.902439 +0.853659 +2.073171
6258422 +1.005859 -0.001465 +0.039062 -3.841464 +0.853659 +2.073171
6258424 +1.010254 -0.000488 +0.024414 -3.780488 +0.914634 +2.195122
6258426 +1.004395 +0.002930 +0.020996 -3.841464 +0.853659 +2.195122
6258428 +1.003906 -0.004395 +0.034668 -3.902439 +0.914634 +2.073171
6258430 +1.005371 -0.000977 +0.035645 -3.902439 +0.853659 +2.012195
6258432 +1.008301 -0.000488 +0.035156 -3.902439 +0.670732 +2.195122
6258434 +1.003418 -0.001953 +0.028320 -3.780488 +0.853659 +2.134146
6258436 +1.002441 +0.001465 +0.032715 -3.902439 +0.853659 +1.951220
6258438 +1.006836 +0.000488 +0.019043 -3.780488 +0.914634 +1.890244
6258440 +1.011719 +0.001953 +0.024414 -3.780488 +1.036585 +2.073171
6258442 +1.009766 +0.002441 +0.027832 -3.902439 +0.792683 +2.195122
6258444 +1.009766 -0.000977 +0.021973 -3.963415 +0.914634 +2.195122
6258446 +1.010254 +0.000488 +0.030762 -3.902439 +0.914634 +2.073171
6258448 +1.013184 +0.000000 +0.022461 -3.841464 +0.731707 +2.073171
6258450 +1.015137 +0.000977 +0.021973 -3.780488 +0.853659 +1.890244
6258452 +1.006348 +0.000000 +0.026855 -3.719512 +0.853659 +1.829268
6258454 +1.006348 +0.000488 +0.021484 -3.841464 +0.792683 +2.073171
6258456 +1.008789 -0.002441 +0.023926 -3.841464 +0.731707 +1.890244
6258458 +1.008301 +0.007324 +0.023438 -3.841464 +0.853659 +2.073171
6258460 +1.002441 +0.003906 +0.032227 -3.841464 +0.914634 +2.073171
6258462 +1.009766 +0.002930 +0.025879 -3.841464 +0.731707 +2.134146
6258464 +1.002441 -0.000977 +0.020020 -3.841464 +0.731707 +2.073171
6258466 +1.008789 +0.000000 +0.030762 -3.780488 +0.792683 +2.195122
6258468 +1.006348 -0.001953 +0.022461 -3.841464 +0.975610 +2.256098
6258470 +1.010742 +0.000488 +0.029785 -3.902439 +0.792683 +1.829268
6258472 +1.003418 -0.003906 +0.022949 -3.780488 +0.853659 +2.195122
6258474 +1.007812 +0.002441 +0.026367 -3.902439 +1.097561 +2.195122
6258476 +1.003906 +0.004395 +0.023926 -3.963415 +0.975610 +2.012195
6258478 +1.012207 +0.002930 +0.023438 -4.024390 +0.853659 +1.951220
6258480 +1.006348 +0.001953 +0.030762 -3.963415 +0.731707 +2.073171
6258482 +1.006348 -0.005859 +0.036133 -3.780488 +0.792683 +2.073171
6258484 +1.009277 +0.003906 +0.021973 -3.902439 +0.914634 +2.012195
6258486 +1.004883 +0.000000 +0.023438 -3.780488 +0.853659 +2.073171
6258488 +1.006836 -0.000488 +0.023926 -3.963415 +0.853659 +2.012195
6258490 +1.008789 +0.002441 +0.022461 -3.902439 +0.975610 +2.073171
6258492 +1.004883 +0.005859 +0.026855 -3.780488 +0.914634 +2.195122
6258494 +1.004883 -0.001465 +0.022461 -3.963415 +0.731707 +2.012195
6258496 +1.004395 +0.001953 +0.020020 -3.841464 +0.792683 +2.073171
6258498 +1.006348 +0.002441 +0.039551 -3.841464 +0.792683 +2.012195
6258500 +1.004883 -0.001953 +0.022949 -3.841464 +0.853659 +2.073171
6258502 +1.010254 +0.004883 +0.020996 -3.963415 +0.853659 +1.951220
6258504 +1.010742 +0.004883 +0.027344 -3.963415 +0.914634 +2.073171
6258506 +1.009277 -0.000488 +0.022949 -3.841464 +0.792683 +2.134146
6258508 +1.003906 +0.000000 +0.033691 -3.841464 +0.792683 +2.073171
6258510 +1.008301 +0.004395 +0.026855 -4.085366 +0.914634 +1.951220
6258512 +1.004395 -0.000488 +0.027832 -3.963415 +0.975610 +1.951220
6258514 +1.011230 -0.001953 +0.023926 -3.841464 +0.792683 +2.256098
6258516 +1.007812 -0.008301 +0.026367 -3.963415 +1.036585 +2.134146
6258518 +1.005859 +0.000488 +0.030273 -3.841464 +0.853659 +2.073171
6258520 +1.008301 -0.001953 +0.029785 -3.902439 +0.731707 +2.073171
6258522 +1.008789 +0.007324 +0.032227 -3.963415 +0.853659 +2.256098
6258524 +1.006836 +0.003906 +0.029297 -3.841464 +0.792683 +1.951220
6258526 +1.005371 +0.001953 +0.026367 -3.841464 +0.853659 +2.195122
6258528 +1.006836 -0.003418 +0.028809 -3.780488 +1.036585 +2.195122
6258530 +1.007324 -0.002441 +0.024414 -3.963415 +0.853659 +2.073171
6258532 +1.004395 -0.000977 +0.023438 -3.780488 +0.914634 +2.134146
6258534 +1.010742 +0.000488 +0.030273 -3.841464 +0.914634 +2.073171
6258536 +1.008301 +0.000000 +0.026367 -3.902439 +0.853659 +1.951220
6258538 +1.009277 +0.001953 +0.024902 -3.902439 +0.792683 +2.073171
6258540 +1.004395 -0.003418 +0.031250 -3.841464 +1.036585 +2.012195
6258542 +1.005859 -0.004395 +0.029297 -3.780488 +0.975610 +2.073171
6258544 +1.005859 -0.001465 +0.029785 -3.902439 +0.792683 +2.012195
6258546 +1.005371 +0.000977 +0.017090 -3.902439 +0.853659 +2.317073
6258548 +1.003906 -0.001953 +0.035645 -3.902439 +0.975610 +2.256098
6258550 +1.012207 -0.003906 +0.029785 -3.841464 +0.853659 +1.951220
6258552 +1.009277 -0.000488 +0.029297 -3.963415 +0.853659 +2.134146
6258554 +1.006836 -0.001953 +0.020508 -3.902439 +0.853659 +1.951220
6258556 +1.006836 -0.001465 +0.025391 -3.780488 +0.914634 +1.890244
6258558 +1.006348 -0.002930 +0.031738 -3.902439 +0.792683 +2.073171
6258560 +1.009277 +0.003906 +0.018555 -3.841464 +0.853659 +2.134146
6258562 +1.007324 -0.000977 +0.026367 -3.841464 +0.853659 +2.256098
6258564 +1.006836 +0.003418 +0.021484 -4.024390 +1.097561 +2.134146
6258566 +1.006348 +0.003418 +0.023438 -3.780488 +1.097561 +1.890244
6258568 +1.005371 +0.005371 +0.032715 -3.841464 +0.914634 +2.134146
6258570 +1.006836 -0.001465 +0.015137 -4.024390 +0.914634 +2.195122
6258572 +1.004395 -0.008301 +0.025391 -3.902439 +0.853659 +2.134146
6258574 +1.000977 +0.000977 +0.026855 -3.841464 +0.853659 +2.134146
6258577 +1.003906 +0.002930 +0.024414 -3.841464 +1.036585 +2.012195
6258579 +1.005371 +0.001953 +0.027832 -3.841464 +0.853659 +2.012195
6258581 +1.006836 +0.000977 +0.030762 -4.024390 +0.792683 +1.951220
6258583 +1.002441 +0.000977 +0.028320 -3.841464 +0.975610 +2.073171
6258585 +1.007324 +0.001465 +0.030273 -3.902439 +0.914634 +2.256098
6258587 +1.009766 +0.006348 +0.029297 -3.902439 +0.792683 +2.012195
6258589 +1.005371 -0.005859 +0.024414 -3.780488 +0.853659 +2.134146
6258591 +1.005859 -0.006836 +0.021973 -4.024390 +0.731707 +2.012195
6258593 +1.004883 -0.000977 +0.024414 -3.780488 +0.914634 +2.317073
6258595 +0.999512 +0.002930 +0.030273 -3.719512 +0.914634 +2.134146
6258597 +1.006348 +0.001465 +0.023926 -3.902439 +0.975610 +2.134146
6258599 +1.005371 -0.000977 +0.031250 -3.841464 +0.853659 +2.134146
6258601 +1.007324 -0.009766 +0.026367 -3.902439 +0.975610 +2.012195
6258603 +1.007324 -0.002441 +0.020020 -3.780488 +0.853659 +2.073171
6258605 +1.006348 -0.002930 +0.037109 -3.841464 +0.731707 +2.073171
6258607 +1.005371 +0.000000 +0.029785 -3.780488 +0.914634 +2.134146
6258609 +1.007324 -0.003418 +0.017090 -3.963415 +0.975610 +2.073171
