time accel_x accel_y accel_z gyro_x gyro_y gyro_z
8369841 +1.014648 -0.011719 +0.028320 -3.902439 +0.853659 +2.134146
8369843 +1.007812 -0.008301 +0.018066 -3.902439 +0.731707 +2.012195
8369845 +1.004395 -0.003906 +0.026855 -3.841464 +0.853659 +2.256098
8369847 +1.012695 -0.005859 +0.037598 -3.719512 +0.975610 +2.073171
8369849 +1.002441 -0.004883 +0.041504 -3.780488 +1.036585 +2.134146
8369851 +1.004883 -0.014160 +0.031738 -3.841464 +0.914634 +2.134146
8369853 +1.003906 -0.009766 +0.021484 -3.902439 +0.792683 +2.256098
8369855 +1.006348 -0.012695 +0.026855 -3.963415 +0.914634 +1.890244
8369857 +1.005859 -0.006348 +0.026367 -3.780488 +1.097561 +2.073171
8369859 +1.005371 -0.006836 +0.034180 -3.902439 +0.914634 +1.951220
8369861 +1.010742 +0.000000 +0.033691 -3.841464 +0.914634 +2.256098
8369863 +1.002930 -0.009766 +0.027832 -3.963415 +0.731707 +1.829268
8369865 +1.003906 -0.004883 +0.030762 -3.841464 +0.853659 +2.134146
8369867 +1.007324 -0.007812 +0.037109 -3.902439 +0.853659 +1.951220
8369869 +1.007812 -0.013184 +0.032227 -3.841464 +0.975610 +2.134146
8369871 +1.010742 -0.009766 +0.028809 -3.902439 +0.914634 +2.256098
8369873 +1.009766 -0.007324 +0.035645 -3.841464 +0.731707 +2.134146
8369875 +1.009766 -0.009277 +0.033203 -3.841464 +0.731707 +2.012195
8369877 +1.002441 -0.005371 +0.025391 -3.902439 +0.975610 +2.012195
8369879 +1.007812 -0.008301 +0.028809 -3.841464 +0.914634 +2.317073
8369881 +1.006348 -0.011230 +0.034180 -3.963415 +0.853659 +2.073171
8369883 +1.006348 -0.007324 +0.030762 -3.902439 +0.792683 +1.951220
8369885 +1.007324 -0.005859 +0.031738 -3.780488 +0.853659 +2.073171
8369887 +1.009766 -0.003906 +0.026855 -3.719512 +0.853659 +2.012195
8369889 +1.010254 -0.008301 +0.032227 -3.902439 +0.853659 +2.134146
8369891 +1.008789 -0.006348 +0.034668 -3.719512 +0.914634 +2.012195
8369893 +1.012695 -0.005859 +0.021484 -3.902439 +0.792683 +2.256098
8369895 +1.006348 -0.009766 +0.024902 -3.780488 +0.914634 +1.829268
8369897 +1.001953 -0.009766 +0.023926 -3.963415 +0.731707 +2.134146
8369899 +1.007812 -0.007812 +0.032715 -3.780488 +0.731707 +2.195122
8369901 +1.006348 -0.000488 +0.028809 -3.719512 +0.975610 +2.073171
8369903 +1.009766 -0.004883 +0.024414 -3.780488 +0.975610 +2.073171
8369905 +1.009277 -0.010254 +0.022949 -3.780488 +0.914634 +1.951220
8369907 +1.008789 -0.009277 +0.029297 -3.780488 +0.853659 +1.890244
8369909 +1.005371 -0.005371 +0.034668 -3.780488 +1.036585 +2.073171
8369911 +1.000488 -0.004883 +0.030273 -3.902439 +0.792683 +2.012195
8369913 +1.003418 -0.007812 +0.037109 -3.963415 +0.792683 +2.073171
8369915 +1.008301 -0.005859 +0.033203 -3.780488 +0.609756 +2.134146
8369917 +1.016113 -0.005371 +0.032227 -3.841464 +0.731707 +2.195122
8369919 +1.008301 -0.008301 +0.031738 -3.841464 +0.975610 +2.012195
8369921 +1.004395 -0.005859 +0.024902 -3.841464 +0.792683 +2.012195
8369923 +1.009277 -0.007812 +0.026367 -3.841464 +0.853659 +2.073171
8369925 +1.011719 -0.007324 +0.029297 -3.841464 +1.036585 +2.195122
8369927 +1.007324 -0.006836 +0.027832 -3.719512 +0.975610 +2.134146
8369929 +1.006836 -0.003906 +0.031250 -3.963415 +0.853659 +2.134146
8369931 +1.013184 -0.004395 +0.030273 -3.841464 +0.792683 +2.195122
8369933 +1.009766 -0.009277 +0.030762 -3.780488 +0.792683 +1.951220
8369935 +1.007812 -0.001953 +0.028809 -3.902439 +0.914634 +2.073171
8369937 +1.004883 -0.006836 +0.023438 -3.902439 +0.914634 +2.317073
8369939 +1.007324 -0.001465 +0.027344 -3.963415 +0.731707 +2.195122
8369941 +1.006836 -0.008301 +0.021484 -3.902439 +0.792683 +2.073171
8369943 +1.004883 -0.004395 +0.020996 -3.902439 +0.853659 +2.012195
8369945 +1.003418 -0.006836 +0.019531 -3.902439 +0.792683 +2.195122
8369947 +1.006836 -0.005371 +0.030273 -3.841464 +1.036585 +2.073171
8369949 +1.006348 -0.009277 +0.025391 -3.841464 +0.914634 +2.134146
8369951 +1.002441 -0.007812 +0.027832 -3.841464 +0.792683 +2.195122
8369953 +1.009277 -0.005859 +0.031250 -3.902439 +1.036585 +2.012195
8369955 +1.006348 -0.010254 +0.030762 -3.780488 +0.914634 +2.012195
8369957 +1.007812 -0.010254 +0.032227 -3.841464 +0.792683 +2.378049
8369959 +1.005859 -0.006836 +0.027344 -3.902439 +0.792683 +2.256098
8369961 +1.003418 -0.004883 +0.030762 -3.780488 +0.914634 +2.073171
8369963 +1.010742 -0.008789 +0.025391 -3.658537 +0.975610 +1.829268
8369965 +1.008789 -0.009766 +0.023438 -3.841464 +0.914634 +1.951220
8369967 +1.005371 -0.007324 +0.023926 -3.841464 +0.670732 +2.012195
8369969 +1.008789 -0.005859 +0.023438 -3.658537 +0.914634 +2.195122
8369971 +1.010254 -0.003906 +0.020508 -4.024390 +0.914634 +1.890244
8369973 +1.003906 -0.005371 +0.023438 -3.780488 +0.914634 +2.195122
8369975 +1.000000 -0.008789 +0.023926 -3.780488 +0.975610 +2.073171
8369977 +1.000488 -0.005859 +0.024414 -3.780488 +0.853659 +2.073171
8369979 +1.012207 -0.004883 +0.031250 -3.658537 +0.670732 +2.195122
8369981 +1.002930 -0.004395 +0.025391 -3.780488 +0.975610 +2.256098
8369983 +1.007812 -0.004883 +0.032715 -3.719512 +0.914634 +1.890244
8369985 +1.008789 -0.009277 +0.031738 -3.780488 +0.853659 +2.134146
8369987 +1.005371 +0.000977 +0.023438 -3.780488 +0.853659 +2.012195
8369989 +1.009277 -0.005371 +0.036133 -3.841464 +0.792683 +2.012195
8369991 +1.004395 -0.000488 +0.031738 -3.658537 +0.914634 +2.134146
8369993 +1.003906 -0.012695 +0.038574 -3.841464 +0.975610 +2.134146
8369995 +1.009277 -0.002930 +0.027344 -4.024390 +0.792683 +2.012195
8369997 +1.003418 -0.000977 +0.031738 -3.902439 +0.914634 +2.012195
8369999 +1.007812 -0.007812 +0.030762 -3.841464 +0.975610 +2.134146
8370001 +1.004395 -0.007812 +0.029785 -3.841464 +0.731707 +2.073171
8370003 +1.009766 -0.003906 +0.027832 -3.658537 +1.158537 +2.134146
8370005 +1.010254 -0.008789 +0.023438 -3.841464 +0.792683 +2.195122
8370007 +1.001465 -0.003418 +0.043457 -3.902439 +0.853659 +2.073171
8370009 +1.012207 -0.013672 +0.029785 -3.719512 +0.731707 +2.378049
8370011 +1.010742 -0.014648 +0.037598 -3.841464 +0.853659 +1.951220
8370013 +1.003418 -0.005859 +0.025879 -3.780488 +0.975610 +2.134146
8370015 +1.003418 -0.005859 +0.030762 -3.780488 +0.914634 +1.951220
8370017 +1.009766 -0.007812 +0.037598 -3.902439 +0.914634 +2.012195
8370019 +1.006836 -0.007324 +0.023926 -3.902439 +0.975610 +2.073171
8370021 +1.007812 -0.005859 +0.027344 -3.780488 +0.853659 +2.195122
8370023 +1.000000 -0.009277 +0.031250 -3.719512 +0.914634 +2.256098
8370025 +1.010742 -0.003418 +0.033203 -3.780488 +0.792683 +2.073171
8370027 +1.003906 -0.005371 +0.025879 -3.963415 +0.853659 +2.012195
8370029 +1.007812 -0.006836 +0.024414 -3.841464 +0.731707 +2.012195
8370031 +1.004883 -0.004883 +0.022461 -3.780488 +0.914634 +2.195122
8370033 +1.005859 -0.003906 +0.020996 -3.902439 +0.853659 +2.195122
8370035 +1.002930 -0.011230 +0.036133 -3.719512 +0.914634 +2.073171
8370038 +1.000488 -0.005859 +0.027832 -3.902439 +0.792683 +1.890244
8370040 +1.009766 -0.008301 +0.040527 -3.780488 +0.914634 +2.134146
8370042 +1.009277 -0.009277 +0.029785 -3.841464 +0.914634 +1.829268
8370044 +1.004883 -0.003418 +0.036621 -3.719512 +0.853659 +2.073171
8370046 +1.010254 -0.007324 +0.027832 -3.841464 +1.036585 +2.073171
8370048 +1.013672 -0.007324 +0.026855 -3.841464 +0.975610 +2.317073
8370050 +1.009277 -0.003906 +0.033691 -3.780488 +0.853659 +2.012195
8370052 +1.007324 -0.007812 +0.024414 -3.963415 +0.731707 +2.134146
8370054 +1.008301 -0.009277 +0.026367 -3.780488 +0.853659 +1.951220
8370056 +1.009766 -0.008789 +0.033203 -3.780488 +0.853659 +2.134146
8370058 +1.011719 -0.008789 +0.029297 -3.902439 +0.975610 +2.134146
8370060 +1.007812 -0.009277 +0.032227 -3.841464 +0.914634 +2.012195
8370062 +1.013184 -0.009277 +0.031250 -3.658537 +0.792683 +1.951220
8370064 +1.008789 -0.008301 +0.027832 -3.902439 +0.853659 +2.134146
8370066 +1.007324 -0.010742 +0.030762 -3.780488 +0.914634 +2.012195
8370068 +1.003906 -0.008789 +0.031250 -3.841464 +0.914634 +2.012195
8370070 +1.005859 -0.010742 +0.036133 -3.780488 +0.975610 +2.012195
8370072 +1.001465 -0.006348 +0.026367 -3.780488 +0.914634 +2.073171
8370074 +1.005859 -0.004395 +0.033203 -3.719512 +0.975610 +2.256098
8370076 +1.018066 -0.005859 +0.028809 -3.780488 +0.975610 +2.073171
8370078 +1.013184 +0.000977 +0.034180 -3.841464 +0.609756 +2.073171
8370080 +1.012695 -0.013672 +0.033691 -3.841464 +0.853659 +2.134146
8370082 +1.003906 -0.005371 +0.028809 -3.841464 +0.853659 +2.134146
8370084 +1.003418 -0.006836 +0.032227 -3.719512 +0.914634 +2.256098
8370086 +1.001465 -0.005859 +0.028809 -3.780488 +0.975610 +2.073171
8370088 +1.007812 -0.001953 +0.030762 -3.658537 +0.975610 +1.768293
8370090 +1.005371 -0.006348 +0.027344 -3.841464 +0.914634 +2.073171
8370092 +1.011719 -0.004883 +0.029297 -3.841464 +0.792683 +2.134146
8370094 +1.002441 -0.005371 +0.025879 -3.902439 +0.731707 +2.378049
8370096 +1.006348 -0.001465 +0.030762 -3.902439 +0.853659 +2.195122
8370098 +1.005859 -0.005859 +0.028809 -3.780488 +0.792683 +2.195122
8370100 +1.008789 -0.007812 +0.032227 -3.780488 +0.975610 +2.134146
8370102 +1.009766 -0.009766 +0.030273 -3.780488 +0.975610 +2.195122
8370104 +1.008789 -0.001465 +0.032715 -3.841464 +1.036585 +2.134146
8370106 +1.008789 -0.004883 +0.029785 -3.841464 +0.853659 +1.951220
8370108 +1.010742 -0.003906 +0.030762 -3.902439 +0.792683 +2.012195
8370110 +1.009277 -0.008789 +0.042480 -3.841464 +0.670732 +2.317073
8370112 +1.008789 -0.003906 +0.027344 -3.963415 +1.036585 +2.073171
8370114 +1.007324 -0.006836 +0.024902 -3.841464 +0.792683 +2.134146
8370116 +1.007324 -0.003906 +0.032715 -3.963415 +0.914634 +2.073171
8370118 +1.007812 -0.005371 +0.024902 -3.719512 +0.792683 +2.134146
8370120 +1.010254 -0.006836 +0.033203 -3.841464 +0.975610 +2.317073
8370122 +1.003906 -0.001465 +0.020508 -3.841464 +0.792683 +2.073171
8370124 +1.008789 -0.005371 +0.024414 -3.780488 +0.731707 +2.256098
8370126 +1.002441 -0.005371 +0.026855 -3.841464 +0.975610 +2.073171
8370128 +1.004395 -0.007324 +0.036133 -3.902439 +0.853659 +2.195122
8370130 +1.005859 -0.006836 +0.026855 -3.902439 +0.792683 +2.012195
8370132 +1.009277 -0.008301 +0.024414 -3.658537 +0.914634 +2.012195
8370134 +1.012207 -0.009766 +0.029785 -3.963415 +0.914634 +2.317073
8370136 +1.009277 -0.008789 +0.028809 -3.963415 +0.853659 +2.256098
8370138 +1.008789 -0.005371 +0.028809 -3.902439 +1.036585 +2.134146
8370140 +1.006836 -0.011230 +0.027832 -3.841464 +0.731707 +2.012195
8370142 +1.005859 -0.005371 +0.022461 -3.963415 +0.792683 +2.073171
8370144 +1.008301 -0.005371 +0.037598 -3.841464 +0.975610 +1.951220
8370146 +1.013672 -0.007324 +0.027832 -3.780488 +0.975610 +2.134146
8370148 +1.004395 -0.003906 +0.036621 -3.841464 +0.853659 +2.378049
8370150 +1.005859 -0.008301 +0.031250 -3.780488 +0.792683 +2.134146
8370152 +1.003418 -0.007812 +0.025879 -3.841464 +0.853659 +2.012195
8370154 +1.012695 -0.011719 +0.028809 -3.902439 +0.792683 +2.012195
8370156 +1.007812 -0.011230 +0.030273 -3.902439 +0.792683 +2.012195
8370158 +1.011230 -0.005371 +0.022461 -3.780488 +0.975610 +1.890244
8370160 +1.005371 -0.008789 +0.029785 -3.780488 +0.731707 +2.256098
8370162 +1.003418 -0.003418 +0.030762 -3.841464 +0.853659 +2.195122
8370164 +1.010254 -0.011230 +0.039062 -3.719512 +0.914634 +1.951220
8370166 +1.000488 -0.005371 +0.029785 -3.841464 +0.853659 +2.134146
8370168 +1.007812 -0.002441 +0.034668 -4.024390 +1.036585 +2.256098
8370170 +1.002930 -0.005859 +0.032227 -3.719512 +0.975610 +2.195122
8370172 +1.009766 -0.007812 +0.032715 -4.024390 +0.914634 +2.134146
8370174 +1.006836 -0.010254 +0.033691 -3.780488 +0.853659 +2.073171
8370176 +1.004883 -0.006348 +0.032715 -3.841464 +0.975610 +2.256098
8370178 +1.006348 -0.010254 +0.039062 -3.963415 +0.853659 +2.073171
8370180 +1.002930 -0.004395 +0.027344 -3.780488 +0.975610 +2.073171
8370182 +1.006836 -0.004883 +0.027832 -3.658537 +0.853659 +2.134146
8370184 +1.010742 -0.005371 +0.024414 -3.658537 +0.914634 +1.890244
8370186 +1.006348 -0.002930 +0.035645 -3.841464 +0.853659 +1.951220
8370188 +1.010742 +0.000000 +0.035645 -3.902439 +0.731707 +2.195122
8370190 +1.007812 -0.003418 +0.033691 -3.780488 +1.036585 +1.951220
8370192 +1.006348 -0.007324 +0.030273 -3.780488 +0.792683 +2.195122
8370194 +1.000000 -0.007324 +0.027344 -3.658537 +0.975610 +2.073171
8370196 +1.005859 -0.001465 +0.024902 -3.719512 +0.853659 +2.073171
8370198 +1.009766 -0.005859 +0.036621 -3.902439 +1.036585 +1.890244
8370200 +1.005859 -0.004395 +0.035645 -3.780488 +0.792683 +2.012195
8370202 +1.004883 -0.008301 +0.031738 -3.780488 +0.975610 +2.195122
8370204 +1.006836 -0.005371 +0.033203 -3.780488 +0.914634 +2.073171
8370206 +1.011719 -0.006348 +0.034180 -3.719512 +0.853659 +2.012195
8370208 +1.001465 -0.009277 +0.027344 -3.780488 +0.914634 +2.073171
8370210 +1.008301 -0.002930 +0.029297 -3.780488 +0.853659 +1.890244
8370212 +1.006836 -0.003906 +0.026367 -3.902439 +0.853659 +2.134146
8370214 +1.006348 -0.008301 +0.029785 -3.841464 +0.914634 +2.073171
8370216 +1.012695 -0.005859 +0.028320 -3.902439 +0.670732 +2.256098
8370218 +1.007812 -0.006348 +0.028809 -3.780488 +0.853659 +2.317073
8370220 +1.010742 -0.007812 +0.031250 -3.963415 +0.853659 +2.012195
8370222 +1.008301 -0.005859 +0.031738 -3.780488 +0.731707 +1.890244
8370224 +1.004395 -0.009277 +0.027344 -3.780488 +0.975610 +2.134146
8370226 +1.002930 -0.009277 +0.024414 -3.841464 +0.853659 +2.195122
8370228 +1.005371 -0.004883 +0.025879 -3.841464 +0.853659 +2.256098
8370230 +1.004395 -0.007812 +0.023926 -3.780488 +0.792683 +2.012195
8370232 +1.010254 -0.004395 +0.023926 -3.902439 +0.975610 +2.073171
8370234 +1.005371 -0.008789 +0.031250 -3.902439 +0.853659 +2.256098
8370236 +1.005859 -0.008301 +0.024902 -3.658537 +0.914634 +2.073171
8370238 +1.008301 -0.006836 +0.029785 -3.658537 +0.975610 +2.134146
8370240 +1.011230 -0.010742 +0.028809 -3.902439 +0.670732 +2.073171
8370242 +1.005371 -0.003906 +0.030273 -3.780488 +0.853659 +1.951220
8370244 +1.006348 -0.008789 +0.032715 -3.658537 +1.097561 +2.256098
8370246 +1.002930 -0.013672 +0.030273 -3.902439 +0.914634 +2.195122
8370248 +1.005859 -0.005371 +0.028320 -3.841464 +0.975610 +2.012195
