time accel_x accel_y accel_z gyro_x gyro_y gyro_z
8388607 +0.765137 -0.601074 +0.094727 +7.926829 +16.158537 +69.146339
8388609 +0.759766 -0.602051 +0.095703 +7.256098 +15.060976 +68.902443
8388611 +0.758789 -0.603516 +0.092773 +6.402439 +14.573171 +68.170731
8388613 +0.742676 -0.614258 +0.092285 +5.914634 +13.963415 +67.134148
8388615 +0.723145 -0.606934 +0.089355 +5.426829 +13.048780 +66.341461
8388617 +0.719238 -0.594727 +0.090820 +5.304878 +12.560976 +65.426834
8388619 +0.707520 -0.601074 +0.082031 +5.000000 +12.073171 +64.573174
8388621 +0.701660 -0.599609 +0.064453 +4.756098 +12.134147 +63.597561
8388623 +0.688965 -0.600098 +0.070312 +4.756098 +12.073171 +62.743904
8388625 +0.679688 -0.603027 +0.060547 +4.573171 +12.621951 +61.585369
8388627 +0.680176 -0.606934 +0.049805 +4.573171 +12.804878 +60.304878
8388629 +0.681641 -0.614746 +0.048828 +4.634146 +13.170732 +58.902439
8388631 +0.679688 -0.622559 +0.044922 +4.756098 +13.414635 +57.621952
8388633 +0.686035 -0.629883 +0.033203 +4.695122 +13.292684 +55.914635
8388635 +0.692871 -0.641602 +0.034668 +5.000000 +13.658537 +54.268295
8388637 +0.689941 -0.649902 +0.041992 +5.121951 +13.414635 +52.500000
8388639 +0.705078 -0.653320 +0.042969 +5.243903 +13.170732 +50.731709
8388641 +0.703613 -0.658691 +0.041504 +5.060976 +12.804878 +49.207317
8388643 +0.709961 -0.664062 +0.045898 +4.939024 +12.560976 +47.865856
8388645 +0.710938 -0.660156 +0.050781 +4.573171 +11.951220 +46.585365
8388647 +0.719238 -0.660645 +0.055664 +3.780488 +11.402439 +45.792683
8388650 +0.720703 -0.651367 +0.056641 +3.353659 +10.487805 +45.121952
8388652 +0.725098 -0.640137 +0.069824 +2.500000 +9.756098 +44.634148
8388654 +0.733398 -0.639160 +0.074707 +1.524390 +8.536586 +44.512196
8388656 +0.744141 -0.634766 +0.073730 +0.365854 +7.865854 +44.268295
8388658 +0.750977 -0.634277 +0.062988 -0.792683 +7.378049 +44.756100
8388660 +0.758789 -0.633301 +0.073730 -1.829268 +7.317073 +45.000000
8388662 +0.768555 -0.639648 +0.071289 -2.682927 +7.378049 +45.121952
8388664 +0.785156 -0.632812 +0.066406 -3.536585 +7.195122 +45.609756
8388666 +0.790527 -0.641113 +0.069336 -3.841464 +6.829268 +45.853661
8388668 +0.800781 -0.645020 +0.079590 -4.207317 +6.280488 +46.524391
8388670 +0.803223 -0.645020 +0.084961 -4.512195 +5.792683 +47.195122
8388672 +0.808105 -0.648438 +0.087891 -4.695122 +5.609756 +47.804878
8388674 +0.811523 -0.658691 +0.080566 -4.939024 +5.365854 +48.841465
8388676 +0.808594 -0.660156 +0.092285 -5.182927 +5.304878 +50.000000
8388678 +0.815918 -0.659668 +0.080078 -5.304878 +5.000000 +51.219513
8388680 +0.801758 -0.656250 +0.074219 -5.487805 +4.756098 +52.500000
8388682 +0.800781 -0.655762 +0.059082 -5.792683 +4.634146 +53.841465
8388684 +0.800293 -0.648926 +0.065918 -5.975610 +4.268293 +55.365856
8388686 +0.782715 -0.646484 +0.060547 -5.975610 +4.024390 +56.890244
8388688 +0.778320 -0.649902 +0.067383 -5.853659 +3.780488 +57.987804
8388690 +0.769043 -0.652832 +0.048828 -5.792683 +3.841464 +59.512196
8388692 +0.762207 -0.648926 +0.046387 -5.487805 +4.024390 +60.670734
8388694 +0.754883 -0.660645 +0.040527 -5.243903 +4.390244 +61.402439
8388696 +0.752930 -0.661621 +0.040039 -4.756098 +4.756098 +62.317074
8388698 +0.743164 -0.666016 +0.038086 -4.512195 +4.878049 +62.743904
8388700 +0.729492 -0.672852 +0.046387 -4.024390 +4.756098 +62.682930
8388702 +0.719238 -0.678711 +0.050293 -3.780488 +4.756098 +62.987808
8388704 +0.712402 -0.685547 +0.054199 -3.353659 +4.756098 +62.865856
8388706 +0.701660 -0.694336 +0.050781 -3.170732 +4.695122 +62.621952
8388708 +0.687012 -0.682617 +0.046875 -2.804878 +4.878049 +62.134148
8388710 +0.675781 -0.689941 +0.054688 -2.439024 +4.634146 +61.768295
8388712 +0.674805 -0.674805 +0.051758 -1.890244 +4.634146 +61.158539
8388714 +0.665527 -0.670898 +0.053711 -1.646341 +4.634146 +60.548782
8388716 +0.660156 -0.672852 +0.053223 -1.158537 +4.939024 +60.304878
8388718 +0.647461 -0.678223 +0.038574 -0.670732 +5.304878 +59.329269
8388720 +0.646973 -0.682129 +0.039551 -0.304878 +5.975610 +58.536587
8388722 +0.641602 -0.683594 +0.036621 +0.060976 +6.768293 +57.926830
8388724 +0.643066 -0.687500 +0.032715 +0.365854 +7.682927 +57.012196
8388726 +0.640625 -0.695312 +0.049316 +0.670732 +8.292683 +55.853661
8388728 +0.640137 -0.700684 +0.046387 +1.097561 +8.841464 +54.695122
8388730 +0.636719 -0.704590 +0.058105 +1.280488 +8.780488 +53.719513
8388732 +0.640137 -0.708496 +0.059570 +1.707317 +8.658537 +52.621952
8388734 +0.646484 -0.713379 +0.060059 +1.768293 +8.597561 +51.463417
8388736 +0.655762 -0.717773 +0.056152 +1.768293 +8.719512 +50.000000
8388738 +0.665039 -0.712402 +0.049316 +1.585366 +9.024390 +49.146343
8388740 +0.672852 -0.728516 +0.042969 +1.341463 +9.451220 +47.865856
8388742 +0.692871 -0.734863 +0.043945 +1.036585 +9.512196 +46.951221
8388744 +0.698730 -0.738281 +0.043945 +0.975610 +9.939025 +45.792683
8388746 +0.714355 -0.734375 +0.050781 +1.097561 +9.817074 +44.756100
8388748 +0.725586 -0.738281 +0.046387 +1.158537 +9.939025 +44.451221
8388750 +0.733398 -0.737305 +0.057129 +1.219512 +9.756098 +44.207317
8388752 +0.741211 -0.732910 +0.068848 +1.463415 +9.146341 +43.963417
8388754 +0.746094 -0.730957 +0.069336 +1.890244 +9.146341 +44.573174
8388756 +0.746582 -0.719727 +0.081055 +1.951220 +9.207317 +45.365856
8388758 +0.754883 -0.717285 +0.074219 +2.012195 +9.146341 +46.402439
8388760 +0.750977 -0.706055 +0.074219 +2.256098 +8.902439 +47.865856
8388762 +0.752441 -0.699707 +0.078125 +2.134146 +9.024390 +49.451221
8388764 +0.755371 -0.686523 +0.083984 +2.256098 +9.024390 +51.158539
8388766 +0.749512 -0.685547 +0.089844 +2.134146 +9.207317 +53.231709
8388768 +0.746582 -0.686523 +0.086914 +2.317073 +9.085366 +55.000000
8388770 +0.743652 -0.690430 +0.092285 +2.317073 +9.024390 +56.951221
8388772 +0.729980 -0.686035 +0.082031 +2.134146 +8.902439 +58.902439
8388774 +0.723145 -0.680664 +0.091309 +1.951220 +8.658537 +60.365856
8388776 +0.714355 -0.689453 +0.085938 +1.890244 +8.353659 +61.768295
8388778 +0.697266 -0.695801 +0.082520 +1.463415 +8.109756 +63.109756
8388780 +0.689941 -0.698730 +0.084961 +1.036585 +8.048780 +63.719513
8388782 +0.672852 -0.717285 +0.080078 +0.975610 +8.170732 +64.268295
8388784 +0.666016 -0.720215 +0.069824 +0.731707 +7.926829 +64.573174
8388786 +0.654297 -0.731934 +0.073730 +0.670732 +7.865854 +64.512199
8388788 +0.647949 -0.734375 +0.063477 +0.548781 +8.048780 +63.963417
8388790 +0.643066 -0.738770 +0.069824 +0.365854 +7.926829 +63.414635
8388792 +0.631348 -0.740234 +0.067871 +0.304878 +7.743903 +62.500000
8388794 +0.621094 -0.741211 +0.065918 +0.060976 +7.987805 +61.585369
8388796 +0.608887 -0.744141 +0.071777 +0.121951 +8.048780 +60.914635
8388798 +0.604492 -0.748535 +0.071289 +0.121951 +8.231708 +59.634148
8388800 +0.602539 -0.743652 +0.068848 +0.121951 +8.719512 +58.170734
8388802 +0.598145 -0.745605 +0.053223 +0.304878 +9.329268 +57.256100
8388804 +0.596680 -0.750977 +0.052246 +0.182927 +9.512196 +56.036587
8388806 +0.598633 -0.744629 +0.044922 +0.243902 +10.121951 +54.451221
8388808 +0.588379 -0.755371 +0.040527 +0.426829 +10.914635 +53.292683
8388810 +0.604492 -0.762695 +0.047852 +0.792683 +11.585366 +52.317074
8388812 +0.601562 -0.766602 +0.043945 +1.097561 +11.890244 +50.731709
8388814 +0.609375 -0.764160 +0.049805 +1.341463 +12.012196 +49.207317
8388816 +0.614746 -0.770020 +0.059082 +2.012195 +12.439025 +48.414635
8388818 +0.620605 -0.769043 +0.062012 +2.134146 +11.890244 +47.317074
8388820 +0.632812 -0.758789 +0.069336 +2.621951 +11.951220 +46.036587
8388822 +0.641602 -0.770020 +0.074219 +2.621951 +11.524390 +45.609756
8388824 +0.642578 -0.759766 +0.075195 +2.560976 +11.097561 +45.243904
8388826 +0.639160 -0.757324 +0.084473 +2.378049 +10.670732 +45.060978
8388828 +0.642578 -0.754395 +0.087891 +2.012195 +10.000000 +45.304878
8388830 +0.639160 -0.746094 +0.083984 +1.524390 +9.634147 +45.975613
8388832 +0.647949 -0.729492 +0.092285 +1.036585 +9.024390 +46.646343
8388834 +0.648438 -0.728027 +0.086426 +0.914634 +8.475610 +47.500000
8388836 +0.649414 -0.734375 +0.083984 +0.487805 +8.048780 +48.292683
8388838 +0.650391 -0.747070 +0.081543 +0.304878 +7.743903 +49.390244
8388840 +0.663574 -0.758789 +0.071289 +0.000000 +7.439024 +50.304878
8388842 +0.668457 -0.764160 +0.066406 +0.060976 +7.256098 +50.975613
8388844 +0.665039 -0.770996 +0.071777 +0.182927 +7.073171 +51.585365
8388846 +0.672363 -0.770508 +0.077148 +0.304878 +6.585366 +52.195122
8388848 +0.675293 -0.765625 +0.075684 +0.365854 +6.036585 +52.987804
8388850 +0.671387 -0.770996 +0.079590 +0.487805 +5.670732 +53.719513
8388852 +0.668945 -0.774414 +0.069824 +0.365854 +5.121951 +54.207317
8388854 +0.664551 -0.771973 +0.075684 +0.060976 +4.634146 +54.756100
8388856 +0.666016 -0.773926 +0.081055 -0.304878 +4.268293 +55.243904
8388858 +0.664551 -0.769043 +0.085938 -0.792683 +3.597561 +55.914635
8388860 +0.656738 -0.766113 +0.082031 -1.402439 +2.682927 +56.280491
8388862 +0.653320 -0.764160 +0.096680 -1.646341 +1.768293 +56.829269
8388864 +0.649902 -0.766602 +0.103516 -1.890244 +0.365854 +57.378052
8388866 +0.635254 -0.767090 +0.106934 -2.134146 -0.853659 +58.109756
8388868 +0.635742 -0.767090 +0.119141 -2.195122 -2.012195 +58.719513
8388871 +0.621094 -0.762207 +0.104980 -2.256098 -2.621951 +59.329269
8388873 +0.613281 -0.756836 +0.117676 -2.256098 -3.048780 +59.634148
8388875 +0.604492 -0.749023 +0.103516 -2.621951 -3.658537 +60.426830
8388877 +0.589355 -0.753906 +0.098145 -2.621951 -3.963415 +60.731709
8388879 +0.578613 -0.745117 +0.098633 -2.743902 -4.329268 +61.097561
8388881 +0.563965 -0.752441 +0.100586 -3.170732 -4.390244 +61.585369
8388883 +0.555176 -0.755859 +0.091309 -3.536585 -4.695122 +61.280491
8388885 +0.552734 -0.768066 +0.086914 -3.719512 -4.939024 +60.853661
8388887 +0.544434 -0.777344 +0.082031 -3.841464 -5.914634 +60.548782
8388889 +0.533203 -0.789062 +0.076660 -4.024390 -6.280488 +59.817074
8388891 +0.536621 -0.801758 +0.073242 -4.024390 -6.646342 +58.902439
8388893 +0.535156 -0.816406 +0.066895 -3.841464 -6.646342 +57.317074
8388895 +0.536621 -0.818359 +0.046875 -3.597561 -6.585366 +56.158539
8388897 +0.532715 -0.811035 +0.045410 -3.353659 -6.219512 +54.573174
8388899 +0.532715 -0.819824 +0.034668 -3.170732 -5.609756 +53.109756
8388901 +0.539551 -0.817383 +0.031250 -2.621951 -4.878049 +51.463417
8388903 +0.547363 -0.822266 +0.032227 -2.012195 -4.268293 +49.817074
8388905 +0.553711 -0.818359 +0.027344 -1.524390 -3.658537 +48.292683
8388907 +0.559082 -0.831055 +0.035645 -0.670732 -3.353659 +47.195122
8388909 +0.567871 -0.822266 +0.027344 +0.060976 -2.804878 +45.914635
8388911 +0.573242 -0.831055 +0.034180 +0.670732 -2.134146 +45.060978
8388913 +0.578125 -0.833984 +0.047363 +1.158537 -1.768293 +44.451221
8388915 +0.586914 -0.825195 +0.041504 +1.585366 -1.280488 +44.024391
8388917 +0.594727 -0.820312 +0.043945 +1.829268 -0.975610 +43.780487
8388919 +0.594727 -0.816406 +0.059570 +1.890244 -0.853659 +43.963417
8388921 +0.595215 -0.812500 +0.065918 +1.951220 -0.853659 +44.329269
8388923 +0.599121 -0.803711 +0.071777 +1.707317 -0.792683 +44.817074
8388925 +0.602539 -0.800781 +0.084961 +1.585366 -0.670732 +45.609756
8388927 +0.603516 -0.790527 +0.087891 +1.524390 -0.731707 +46.463417
8388929 +0.610352 -0.793945 +0.086426 +1.219512 -0.731707 +47.317074
8388931 +0.615723 -0.797852 +0.095703 +0.853659 -0.670732 +48.170734
8388933 +0.625000 -0.815430 +0.089355 +0.487805 -0.426829 +49.085365
8388935 +0.633301 -0.816895 +0.088379 +0.182927 -0.304878 +49.634148
8388937 +0.628906 -0.818848 +0.098633 +0.000000 -0.121951 +50.426830
8388939 +0.635254 -0.812988 +0.101074 +0.060976 -0.060976 +50.975613
8388941 +0.630859 -0.810059 +0.113281 +0.487805 -0.365854 +51.768295
8388943 +0.631836 -0.811035 +0.108887 +0.670732 -0.548781 +52.621952
8388945 +0.624023 -0.811035 +0.113770 +1.036585 -0.548781 +53.536587
8388947 +0.612793 -0.813477 +0.124023 +1.280488 -0.121951 +54.634148
8388949 +0.604980 -0.802246 +0.116699 +1.463415 +0.304878 +55.975613
8388951 +0.591309 -0.795410 +0.114258 +1.219512 +0.609756 +57.195122
8388953 +0.585938 -0.782227 +0.122070 +1.341463 +1.036585 +58.475613
8388955 +0.581543 -0.781738 +0.116699 +1.036585 +1.219512 +59.756100
8388957 +0.564941 -0.784180 +0.113281 +0.792683 +1.341463 +60.914635
8388959 +0.553711 -0.779785 +0.119141 +0.609756 +1.280488 +61.829269
8388961 +0.541016 -0.791504 +0.104980 +0.426829 +1.280488 +62.256100
8388963 +0.536621 -0.797852 +0.101562 +0.000000 +1.524390 +62.926830
8388965 +0.535645 -0.815430 +0.090820 -0.365854 +1.585366 +63.109756
8388967 +0.522461 -0.829102 +0.081055 -0.426829 +1.707317 +62.682930
8388969 +0.528320 -0.847168 +0.067871 -0.670732 +1.951220 +62.073174
8388971 +0.520996 -0.856445 +0.072754 -0.548781 +1.585366 +61.036587
8388973 +0.520020 -0.861328 +0.070312 -0.243902 +1.646341 +60.000000
8388975 +0.514160 -0.858887 +0.063965 +0.121951 +1.585366 +58.841465
8388977 +0.508301 -0.866211 +0.065918 +0.487805 +1.341463 +57.560978
8388979 +0.509766 -0.859863 +0.075195 +0.731707 +1.097561 +56.585365
8388981 +0.512207 -0.853027 +0.077637 +1.158537 +0.487805 +55.548782
8388983 +0.509766 -0.851562 +0.078125 +1.280488 +0.121951 +55.060978
8388985 +0.500977 -0.846191 +0.085938 +1.280488 -0.243902 +54.573174
8388987 +0.505371 -0.836426 +0.085938 +1.158537 -0.548781 +54.329269
8388989 +0.500977 -0.829590 +0.095703 +1.036585 -0.731707 +54.207317
8388991 +0.507324 -0.822266 +0.090332 +0.609756 -0.792683 +54.512196
8388993 +0.501465 -0.819336 +0.095215 +0.365854 -1.097561 +54.573174
8388995 +0.499023 -0.817383 +0.094238 -0.060976 -1.280488 +54.573174
8388997 +0.511230 -0.826660 +0.083984 -0.487805 -1.341463 +54.817074
8388999 +0.503418 -0.828613 +0.079590 -0.731707 -1.036585 +54.939026
8389001 +0.515625 -0.833008 +0.082031 -1.036585 -1.097561 +54.878052
8389003 +0.511230 -0.847168 +0.088379 -1.402439 -0.975610 +54.939026
8389005 +0.520020 -0.848145 +0.098145 -1.707317 -0.914634 +54.939026
8389007 +0.519531 -0.846191 +0.101074 -2.134146 -1.341463 +54.695122
8389009 +0.516113 -0.854004 +0.098145 -2.439024 -1.951220 +54.817074
8389011 +0.518066 -0.855469 +0.098633 -2.256098 -2.682927 +54.634148
8389013 +0.520508 -0.854980 +0.108398 -2.560976 -3.170732 +54.573174
8389015 +0.524902 -0.854980 +0.101562 -3.048780 -3.414634 +54.939026
8389017 +0.523438 -0.851562 +0.095215 -3.292683 -3.841464 +55.182930
8389019 +0.528809 -0.855957 +0.099121 -3.597561 -3.841464 +55.243904
8389021 +0.530762 -0.854980 +0.098633 -4.085366 -4.146341 +55.548782
8389023 +0.532715 -0.857422 +0.086914 -4.390244 -4.268293 +55.975613
8389025 +0.542480 -0.848633 +0.095215 -4.573171 -4.573171 +56.341465
8389027 +0.544434 -0.846680 +0.097656 -4.756098 -4.695122 +56.951221
8389029 +0.547852 -0.846191 +0.093262 -4.634146 -4.939024 +57.073174
8389031 +0.556152 -0.852051 +0.078125 -4.512195 -4.817073 +57.743904
8389033 +0.561523 -0.856934 +0.069824 -4.329268 -4.573171 +58.353661
8389035 +0.557129 -0.859863 +0.053223 -4.024390 -3.780488 +59.085369
8389037 +0.559570 -0.862305 +0.048828 -3.597561 -2.743902 +60.000000
8389039 +0.553223 -0.856934 +0.051270 -3.414634 -1.585366 +60.792683
8389041 +0.541016 -0.855469 +0.051270 -2.743902 -0.487805 +61.280491
8389043 +0.539062 -0.856445 +0.048340 -2.073171 +0.792683 +62.256100
8389045 +0.541504 -0.853516 +0.039062 -1.402439 +1.768293 +62.926830
8389047 +0.530273 -0.850586 +0.046387 -1.219512 +3.231707 +63.719513
8389049 +0.518066 -0.851562 +0.050781 -0.670732 +4.512195 +64.756096
8389051 +0.515625 -0.855957 +0.050293 -0.243902 +5.487805 +65.182930
8389053 +0.500488 -0.856445 +0.064941 +0.060976 +6.219512 +65.731712
8389055 +0.493164 -0.856934 +0.061523 +0.304878 +6.829268 +65.975609
8389057 +0.481445 -0.859863 +0.068359 +0.548781 +6.890244 +66.463417
8389059 +0.467773 -0.863770 +0.084473 +0.548781 +6.890244 +66.768295
8389061 +0.451660 -0.868652 +0.093750 +0.548781 +6.585366 +66.585365
8389063 +0.442871 -0.866699 +0.093750 +0.548781 +6.280488 +67.012199
8389065 +0.423828 -0.857422 +0.099121 +0.609756 +5.792683 +67.012199
8389067 +0.409668 -0.858398 +0.101562 +0.609756 +5.548780 +67.134148
8389069 +0.392578 -0.853027 +0.097168 +0.609756 +5.304878 +67.195122
8389071 +0.376953 -0.849121 +0.103516 +0.365854 +5.000000 +66.646339
8389073 +0.375977 -0.856445 +0.100098 -0.243902 +5.182927 +66.463417
8389075 +0.368652 -0.864258 +0.081055 -0.609756 +5.426829 +65.609756
8389077 +0.360840 -0.861816 +0.074707 -1.219512 +5.853659 +64.268295
8389079 +0.372070 -0.880371 +0.067383 -1.768293 +6.036585 +62.804878
8389081 +0.369629 -0.893066 +0.059570 -2.073171 +5.548780 +61.280491
8389083 +0.377930 -0.905273 +0.066895 -2.317073 +5.060976 +58.902439
8389085 +0.382324 -0.917480 +0.063965 -2.804878 +4.085366 +56.951221
8389087 +0.389648 -0.925293 +0.072266 -2.865854 +3.109756 +54.817074
8389089 +0.400391 -0.942383 +0.077637 -2.987805 +2.195122 +52.378052
8389092 +0.406738 -0.940430 +0.077637 -3.048780 +1.036585 +50.365856
8389094 +0.408203 -0.931152 +0.079590 -3.292683 +0.426829 +49.207317
8389096 +0.405762 -0.903320 +0.080566 -3.475610 -0.365854 +47.987804
8389098 +0.405762 -0.884766 +0.092285 -3.475610 -1.219512 +47.439026
8389100 +0.403809 -0.874023 +0.087891 -3.536585 -1.768293 +47.439026
8389102 +0.400879 -0.858398 +0.086914 -3.719512 -2.317073 +47.560978
8389104 +0.410156 -0.858398 +0.067871 -4.085366 -2.560976 +47.865856
8389106 +0.418945 -0.858887 +0.063477 -5.000000 -2.317073 +48.353661
8389108 +0.438965 -0.871094 +0.047363 -5.853659 -1.829268 +48.658539
8389110 +0.452637 -0.880859 +0.038574 -6.707317 -2.012195 +49.085365
8389112 +0.456543 -0.902344 +0.048340 -7.621952 -2.439024 +49.207317
8389114 +0.479980 -0.921387 +0.052734 -8.597561 -3.475610 +49.268295
8389116 +0.489258 -0.930176 +0.055664 -9.451220 -4.451220 +49.390244
8389118 +0.504395 -0.938477 +0.055176 -10.121951 -5.609756 +49.268295
8389120 +0.514648 -0.940918 +0.055176 -10.487805 -6.463415 +49.573174
8389122 +0.519043 -0.945312 +0.052246 -11.036586 -7.317073 +50.000000
8389124 +0.527832 -0.935547 +0.061035 -11.280488 -8.353659 +50.548782
8389126 +0.526855 -0.926758 +0.065918 -11.646341 -9.024390 +51.219513
8389128 +0.516113 -0.911133 +0.083008 -11.829268 -9.573171 +52.317074
8389130 +0.513672 -0.883301 +0.088867 -11.402439 -9.878049 +54.146343
8389132 +0.498535 -0.861816 +0.103027 -10.792684 -10.182927 +55.853661
8389134 +0.477539 -0.854004 +0.109863 -9.939025 -10.609756 +57.865856
8389136 +0.465820 -0.846191 +0.112305 -8.841464 -10.243902 +59.878052
8389138 +0.443359 -0.846191 +0.118652 -8.109756 -9.573171 +62.317074
8389140 +0.430664 -0.842285 +0.114258 -7.073171 -8.048780 +64.695122
8389142 +0.416504 -0.854980 +0.101562 -6.341464 -6.036585 +66.890244
8389144 +0.397949 -0.857910 +0.095215 -6.219512 -3.719512 +68.414635
8389146 +0.381836 -0.867676 +0.080566 -5.792683 -1.829268 +69.512199
8389148 +0.368164 -0.877441 +0.080566 -5.487805 +0.243902 +70.182930
8389150 +0.352051 -0.878418 +0.077148 -5.243903 +1.463415 +70.365852
8389152 +0.341797 -0.888672 +0.073730 -5.121951 +2.317073 +69.878052
8389154 +0.318848 -0.893555 +0.079102 -4.634146 +2.439024 +69.024391
8389156 +0.292969 -0.898438 +0.085449 -4.390244 +2.012195 +67.865852
8389158 +0.262695 -0.900879 +0.088379 -3.841464 +1.280488 +66.341461
8389160 +0.241699 -0.900391 +0.089844 -3.170732 +0.670732 +64.817078
8389162 +0.216309 -0.901367 +0.088867 -2.378049 +0.000000 +62.804878
8389164 +0.197266 -0.906250 +0.089355 -1.585366 -0.792683 +60.731709
8389166 +0.174316 -0.908203 +0.100098 -0.731707 -0.914634 +58.963417
8389168 +0.162109 -0.899414 +0.090820 +0.060976 -0.609756 +57.012196
8389170 +0.146484 -0.907227 +0.091309 +0.365854 -0.243902 +54.878052
8389172 +0.128418 -0.913086 +0.087891 +0.792683 +0.304878 +52.500000
8389174 +0.122070 -0.921875 +0.094238 +1.036585 +0.853659 +50.487804
8389176 +0.116211 -0.923828 +0.102539 +1.402439 +1.402439 +48.170734
8389178 +0.100586 -0.923828 +0.111328 +1.768293 +1.890244 +45.731709
8389180 +0.092285 -0.919434 +0.119629 +1.890244 +2.195122 +42.987804
8389182 +0.091309 -0.914062 +0.121582 +2.012195 +2.439024 +40.365856
8389184 +0.089844 -0.904297 +0.128906 +2.073171 +2.865854 +37.743904
8389186 +0.083984 -0.900391 +0.126465 +1.829268 +3.170732 +35.182926
8389188 +0.079590 -0.889160 +0.132812 +1.829268 +3.292683 +32.134148
8389190 +0.074219 -0.895508 +0.131348 +1.341463 +3.841464 +29.207317
8389192 +0.077148 -0.905762 +0.129395 +0.975610 +4.451220 +26.280489
8389194 +0.078613 -0.905273 +0.127441 +0.365854 +4.756098 +23.597561
8389196 +0.082031 -0.911133 +0.131836 -0.182927 +4.817073 +20.000000
8389198 +0.095215 -0.913574 +0.127441 -0.670732 +4.939024 +17.439024
8389200 +0.102051 -0.915527 +0.117676 -1.158537 +4.756098 +14.146341
8389202 +0.114258 -0.918457 +0.122559 -1.768293 +3.963415 +11.341464
8389204 +0.120117 -0.926270 +0.123047 -2.317073 +2.926829 +8.414635
8389206 +0.146973 -0.920410 +0.112793 -2.682927 +2.560976 +5.426829
8389208 +0.155762 -0.921387 +0.111816 -3.414634 +1.829268 +2.865854
8389210 +0.183594 -0.923340 +0.092773 -3.780488 +1.646341 +0.426829
8389212 +0.199707 -0.916016 +0.079102 -4.451220 +1.280488 -1.646341
8389214 +0.218750 -0.916992 +0.075195 -4.695122 +0.731707 -3.780488
8389216 +0.240234 -0.913574 +0.068359 -4.878049 +0.548781 -4.939024
8389218 +0.265137 -0.913086 +0.062012 -5.060976 +0.548781 -5.853659
8389220 +0.276367 -0.918945 +0.041504 -5.060976 +0.853659 -6.524390
8389222 +0.309570 -0.902832 +0.037598 -4.695122 +1.463415 -6.829268
8389224 +0.333496 -0.909668 +0.029785 -4.329268 +2.256098 -6.951220
8389226 +0.343262 -0.902344 +0.041992 -3.658537 +3.048780 -6.951220
8389228 +0.362793 -0.895996 +0.041504 -2.865854 +4.024390 -6.524390
8389230 +0.381836 -0.901855 +0.045410 -2.317073 +4.329268 -5.000000
8389232 +0.385254 -0.891602 +0.050781 -1.341463 +4.756098 -4.024390
8389234 +0.394531 -0.891113 +0.054688 -0.670732 +5.243903 -2.560976
8389236 +0.394043 -0.875000 +0.067383 +0.121951 +5.731708 -0.731707
8389238 +0.395508 -0.865723 +0.069336 +0.548781 +6.158537 +1.463415
8389240 +0.396973 -0.858887 +0.069336 +1.036585 +6.768293 +3.414634
8389242 +0.392578 -0.852051 +0.071289 +1.097561 +7.560976 +6.219512
8389244 +0.387207 -0.857422 +0.072754 +0.914634 +8.353659 +8.597561
8389246 +0.382324 -0.866211 +0.074707 +1.097561 +8.597561 +11.097561
8389248 +0.373535 -0.873535 +0.085938 +0.853659 +9.085366 +13.048780
8389250 +0.370117 -0.879395 +0.091309 +0.548781 +9.329268 +15.182927
8389252 +0.367676 -0.886719 +0.082031 +0.304878 +8.963415 +16.646341
8389254 +0.368652 -0.889648 +0.104980 +0.304878 +8.597561 +17.865854
8389256 +0.356934 -0.902344 +0.094238 +0.243902 +8.109756 +18.963415
8389258 +0.345703 -0.900879 +0.103516 +0.365854 +7.804878 +20.000000
8389260 +0.333984 -0.906738 +0.105469 +0.853659 +7.743903 +20.609756
8389262 +0.322754 -0.909668 +0.108887 +1.097561 +7.682927 +21.524391
8389264 +0.301270 -0.903809 +0.110352 +1.463415 +7.987805 +21.768293
8389266 +0.275391 -0.895020 +0.112793 +1.768293 +8.231708 +22.317074
8389268 +0.261719 -0.894531 +0.111816 +2.134146 +8.414635 +22.621952
8389270 +0.240234 -0.888672 +0.119141 +2.134146 +8.658537 +22.682928
8389272 +0.230469 -0.888184 +0.115234 +2.256098 +8.536586 +22.621952
8389274 +0.208984 -0.890625 +0.111816 +2.134146 +8.841464 +21.951220
8389276 +0.190918 -0.900879 +0.101074 +2.134146 +8.963415 +21.402439
8389278 +0.175781 -0.904785 +0.109863 +1.829268 +8.719512 +20.182928
8389280 +0.160156 -0.920410 +0.112793 +1.585366 +8.719512 +18.902439
8389282 +0.153809 -0.921387 +0.112305 +1.158537 +8.475610 +17.439024
8389284 +0.144043 -0.924316 +0.117676 +0.853659 +8.109756 +15.365854
8389286 +0.139648 -0.923828 +0.116699 +0.670732 +7.621952 +13.231708
8389288 +0.138672 -0.932129 +0.118652 +0.365854 +7.134147 +10.853659
8389290 +0.138184 -0.937500 +0.130371 -0.121951 +6.158537 +8.414635
8389292 +0.140137 -0.941895 +0.127441 -0.426829 +5.487805 +5.853659
8389294 +0.137207 -0.943359 +0.135742 -0.670732 +4.878049 +3.475610
8389296 +0.146973 -0.940430 +0.128906 -1.036585 +3.902439 +0.731707
8389298 +0.147949 -0.946777 +0.138184 -1.341463 +3.231707 -1.585366
8389300 +0.152344 -0.937500 +0.138184 -1.646341 +2.682927 -3.780488
8389302 +0.164551 -0.931641 +0.136230 -2.073171 +2.560976 -5.975610
8389304 +0.168945 -0.922852 +0.136230 -2.439024 +2.256098 -7.804878
8389306 +0.179199 -0.912109 +0.123535 -2.926829 +2.439024 -9.512196
